city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time
pohang (south korea),,Fuck,light,2700.0,45 min,10/19/2011,36.019018,129.343481,10/4/2011,20:30
philadelphia,pa,United States,circle,120.0,2 min,10/10/2011,39.9522222,-75.1641667,10/4/2011,23:00
bakersfield,ca,United States,cylinder,1200.0,20 minutes,8/30/2013,35.3733333,-119.0177778,10/4/2012,06:45
roxbury,ct,United States,oval,600.0,10 minutes,10/30/2012,41.5563889,-73.3091667,10/4/2012,07:30
san francisco,ca,United States,disk,60.0,1 minute,11/4/2012,37.775,-122.4183333,10/4/2012,13:32
roanoke,va,United States,cylinder,30.0,30 seconds,10/30/2012,37.2708333,-79.9416667,10/4/2012,16:00
roxbury,ct,United States,oval,600.0,10 minutes,10/30/2012,41.5563889,-73.3091667,10/4/2012,19:30
des moines,wa,United States,triangle,300.0,5 minutes,10/30/2012,47.4019444,-122.3230556,10/4/2012,20:00
dayton,oh,United States,light,3600.0,1 hour,10/30/2012,39.7588889,-84.1916667,10/4/2012,20:30
mercer,pa,United States,formation,60.0,30-60 seconds,10/30/2012,41.2269444,-80.24,10/4/2012,20:30
san jose,ca,United States,circle,1200.0,20 minutes,10/30/2012,37.3394444,-121.8938889,10/4/2012,20:45
pitesti (romania),,Oman,light,480.0,5-8 minutes,11/4/2012,44.860556,24.867778,10/4/2012,21:00
lambertville,mi,United States,circle,900.0,15 minutes,10/30/2012,41.7658333,-83.6280556,10/4/2012,21:15
hamburg,ca,United States,light,300.0,5 minutes,5/15/2013,41.7830556,-123.0591667,10/4/2012,21:30
new york city (middle village) (queens),ny,United States,fireball,120.0,2 minutes,10/30/2012,40.7141667,-74.0063889,10/4/2012,22:00
baltimore city,md,United States,disk,900.0,10-15 minutes,10/30/2012,39.290385,-76.612189,10/4/2012,22:30
cambridge (canada),on,Canada,changing,900.0,15 minutes,10/30/2012,43.383333,-80.316667,10/4/2012,23:30
kila,mt,United States,circle,3.0,3 seconds,10/30/2012,48.1202778,-114.4558333,10/4/2012,23:30
plains,mt,United States,flash,3.0,3 seconds,10/30/2012,47.4602778,-114.8819444,10/4/2012,23:30
seattle,wa,United States,teardrop,3.0,3 seconds,10/14/2013,47.6063889,-122.3308333,10/4/2013,00:20
manor,tx,United States,light,300.0,5:00,10/14/2013,30.3405556,-97.5566667,10/4/2013,00:34
lexington,sc,United States,triangle,420.0,7 minutes,10/14/2013,33.9813889,-81.2363889,10/4/2013,02:59
surprise,az,United States,fireball,420.0,7:00,10/14/2013,33.6305556,-112.3325,10/4/2013,06:45
salt lake city,ut,United States,circle,1500.0,25 minutes,10/14/2013,40.7608333,-111.8902778,10/4/2013,08:04
fowler,ca,United States,rectangle,600.0,10 minutes,10/14/2013,36.6305556,-119.6775,10/4/2013,13:00
millstone township,nj,United States,circle,60.0,1 minute,10/14/2013,40.209444,-74.4375,10/4/2013,17:20
westminister,md,United States,unknown,480.0,8 minutes,10/14/2013,39.6472222,-75.9688889,10/4/2013,19:00
dallas,tx,United States,diamond,360.0,6 minutes,10/14/2013,32.7833333,-96.8,10/4/2013,19:15
saint lambert (canada),qc,Canada,diamond,120.0,a few minutes,10/14/2013,45.492034,-73.504175,10/4/2013,19:30
albany,or,United States,fireball,600.0,10 minutes,10/14/2013,44.6366667,-123.1047222,10/4/2013,20:00
albuquerque,nm,United States,circle,600.0,10 minutes,10/14/2013,35.0844444,-106.6505556,10/4/2013,20:00
fairbanks,ak,United States,circle,600.0,10 minutes,10/14/2013,64.8377778,-147.7163889,10/4/2013,20:00
manassas,va,United States,light,10800.0,3 hours,10/14/2013,38.7508333,-77.4755556,10/4/2013,20:00
ryde (uk/england),,United Kingdom,triangle,7.0,7 seconds,10/14/2013,50.716667,-1.166667,10/4/2013,20:00
south point,oh,United States,circle,1200.0,20 minutes,10/14/2013,38.4177778,-82.5863889,10/4/2013,20:10
botkins,oh,United States,cylinder,240.0,4 minutes,10/14/2013,40.4677778,-84.1805556,10/4/2013,20:30
erwin,tn,United States,light,3600.0,30-60 minutes,10/14/2013,36.145,-82.4169444,10/4/2013,20:30
clinton,wa,United States,sphere,240.0,4 minutes,10/14/2013,47.9786111,-122.3544444,10/4/2013,20:55
maumee/toledo,oh,United States,changing,1500.0,25 minutes,10/14/2013,41.599581,-83.589602,10/4/2013,21:50
salem,or,United States,triangle,900.0,15 minutes,10/14/2013,44.9430556,-123.0338889,10/4/2013,21:50
salem,or,United States,triangle,900.0,15 minutes,10/14/2013,44.9430556,-123.0338889,10/4/2013,21:50
fairbanks,ak,United States,fireball,180.0,3 minutes,10/14/2013,64.8377778,-147.7163889,10/4/2013,21:55
madison,al,United States,circle,300.0,5 minutes,10/14/2013,34.6991667,-86.7483333,10/4/2013,21:55
madison,al,United States,cylinder,300.0,5 minutes,10/14/2013,34.6991667,-86.7483333,10/4/2013,21:55
shelby,oh,United States,fireball,38.0,38 seconds,10/14/2013,40.8813889,-82.6619444,10/4/2013,22:00
plantation,fl,United States,sphere,300.0,5 minutes,10/14/2013,26.1272222,-80.2333333,10/4/2013,22:10
seattle,wa,United States,oval,600.0,10 minutes,10/14/2013,47.6063889,-122.3308333,10/4/2013,22:20
maryville,tn,United States,circle,60.0,1 minute,10/14/2013,35.7563889,-83.9705556,10/4/2013,22:30
homestead,fl,United States,formation,10.0,10 seconds,10/14/2013,25.4683333,-80.4777778,10/4/2013,22:35
gresham,or,United States,fireball,1200.0,20 minutes,10/14/2013,45.4983333,-122.4302778,10/4/2013,23:15
new york city (bronx),ny,United States,teardrop,120.0,2 minutes,10/14/2013,40.7141667,-74.0063889,10/4/2013,23:55
st. paul,mn,United States,light,45.0,45 secs,3/16/2000,44.9444444,-93.0930556,10/5/1957,19:00
terrebonne,or,United States,cigar,600.0,10 minutes,8/5/2012,44.3530556,-121.1766667,10/5/1964,16:45
syracuse,ny,United States,disk,120.0,2 minutes,4/16/2005,43.0480556,-76.1477778,10/5/1967,04:00
london mills,il,United States,disk,1800.0,30 minutes,9/6/2002,40.7105556,-90.2661111,10/5/1968,02:00
nunda,sd,United States,disk,900.0,15 minutes,3/21/2003,44.1622222,-97.0186111,10/5/1968,21:30
akron,oh,United States,cylinder,1800.0,30 min,4/16/2005,41.0813889,-81.5191667,10/5/1977,22:00
hudson,nh,United States,circle,3600.0,1 hour,2/14/2008,42.7647222,-71.4402778,10/5/1978,20:00
allenspark,co,United States,light,5.0,5 seconds,11/11/2013,40.1944444,-105.525,10/5/1980,21:00
fergus (canada),on,Canada,rectangle,180.0,3min,5/15/2006,43.7,-80.366667,10/5/1990,22:00
fresno,ca,United States,changing,7200.0,1-2hours,5/24/2005,36.7477778,-119.7713889,10/5/1990,22:00
palm springs/phoenix (enroute on highway),az,United States,triangle,120.0,2 minutes,4/27/2007,33.448377,-112.074037,10/5/1992,22:50
circleville,oh,United States,circle,2700.0,30-45min,1/10/2009,39.6005556,-82.9461111,10/5/1994,19:00
slidell,la,United States,formation,600.0,10min,5/24/1999,30.275,-89.7811111,10/5/1995,21:30
cheyenne,wy,United States,other,90.0,1.5 min,1/11/2002,41.14,-104.8197222,10/5/1997,19:00
utica,ny,United States,light,120.0,2 minutes,4/1/2001,43.1008333,-75.2330556,10/5/1997,20:30
dana point,ca,United States,fireball,10.0,at least 10 seconds,2/16/1999,33.4669444,-117.6972222,10/5/1998,20:00
houston,tx,United States,formation,480.0,5 to 8 minutes,11/1/1998,29.7630556,-95.3630556,10/5/1998,20:55
mission hills,ca,United States,sphere,900.0,15 min,9/24/2003,34.2572222,-118.4661111,10/5/1998,21:30
newhall,ca,United States,sphere,4.0,3-4 seconds,11/1/1998,34.3847222,-118.53,10/5/1998,23:29
tampa,fl,United States,circle,240.0,4 minutes +,10/19/1999,27.9472222,-82.4586111,10/5/1999,08:25
tuaran (sabah) (malaysia),,Malaysia,fireball,240.0,4 minutes,10/19/1999,6.168561,116.234834,10/5/1999,10:57
los angeles/atlanta (between&#44 not sure where),ga,United States,cigar,30.0,30seconds,5/14/2002,33.783881,-84.354671,10/5/1999,15:00
rosemount,mn,United States,triangle,5.0,5 seconds,1/7/2000,44.7394444,-93.1255556,10/5/1999,20:35
chesapeake,va,United States,other,30.0,30 seconds,10/19/1999,36.8188889,-76.2752778,10/5/1999,21:00
houston,tx,United States,chevron,120.0,1-2 minutes,10/19/1999,29.7630556,-95.3630556,10/5/1999,21:00
tucson,az,United States,triangle,5.0,< 5 seconds,10/19/1999,32.2216667,-110.9258333,10/5/1999,21:15
newcastle (northumberland) (uk/england),,United Kingdom,triangle,90.0,about 1 min30 secs,3/17/2004,54.2,-5.883333,10/5/1999,22:00
snohomish,wa,United States,other,1200.0,15-20 minutes,12/2/2000,47.9130556,-122.0969444,10/5/2000,00:05
colorado springs,co,United States,triangle,300.0,five minutes,2/14/2006,38.8338889,-104.8208333,10/5/2000,02:00
jerome,az,United States,changing,14400.0,4hrs.,12/2/2000,34.7488889,-112.1130556,10/5/2000,06:05
kennewick,wa,United States,unknown,10.0,10 seconds,12/2/2000,46.2113889,-119.1361111,10/5/2000,19:45
daphne,al,United States,circle,120.0,2 minutes,6/4/2004,30.6033333,-87.9036111,10/5/2000,21:05
topsfield,ma,United States,fireball,30.0,30seconds,3/4/2003,42.6375,-70.95,10/5/2000,22:00
federal way,wa,United States,fireball,600.0,10 min,10/12/2001,47.3225,-122.3113889,10/5/2001,07:05
provo,ut,United States,circle,900.0,15 minutes,10/12/2001,40.2338889,-111.6577778,10/5/2001,13:30
key west,fl,United States,rectangle,600.0,10 mins,8/12/2008,24.5552778,-81.7827778,10/5/2001,15:00
page,az,United States,circle,900.0,10-15 min,10/12/2001,36.9086111,-111.4727778,10/5/2001,19:00
henderson,ky,United States,oval,20.0,20 sec.,10/31/2003,37.8361111,-87.59,10/5/2001,21:00
myrtle beach,sc,United States,circle,15.0,10-15 seconds,3/4/2003,33.6888889,-78.8869444,10/5/2001,23:00
hillsboro,il,United States,light,300.0,5 minutes,10/31/2003,39.1611111,-89.4936111,10/5/2002,00:30
los angeles (san fernando valley),ca,United States,light,10.0,5-10 seconds,10/15/2002,34.0522222,-118.2427778,10/5/2002,01:00
garland,tx,United States,light,20.0,20 seconds,10/15/2002,32.9125,-96.6386111,10/5/2002,01:30
vancouver,wa,United States,fireball,6.0,6 seconds,10/15/2002,45.6388889,-122.6602778,10/5/2002,06:30
las cruces,nm,United States,,90.0,90 sec. arpox,10/28/2002,32.3122222,-106.7777778,10/5/2002,07:45
duluth,mn,United States,cross,2.0,seconds,10/15/2002,46.7833333,-92.1063889,10/5/2002,10:15
texas (ne),tx,United States,cylinder,30.0,30 seconds or more,11/4/2002,31.968599,-99.901813,10/5/2002,15:00
des plaines,il,United States,triangle,900.0,15 minutes,10/15/2002,42.0333333,-87.8833333,10/5/2002,16:30
temecula,ca,United States,fireball,600.0,10 min.,10/15/2002,33.4936111,-117.1475,10/5/2002,18:50
ione,ca,United States,formation,12.0,12 seconds,10/15/2002,38.3527778,-120.9316667,10/5/2002,19:56
brownstown,mi,United States,fireball,3.0,3 seconds,10/15/2002,42.126116,-83.257233,10/5/2002,20:45
kettleby (canada),on,Canada,light,5.0,5 seconds,10/15/2002,44.005556,-79.573488,10/5/2002,22:00
alameda,ca,United States,light,7.0,7 seconds,10/15/2002,37.7652778,-122.2405556,10/5/2002,23:00
beamsville (canada),on,Canada,triangle,180.0,3 minutes,10/15/2003,43.166667,-79.466667,10/5/2003,04:37
salt lake city,ut,United States,cigar,600.0,10 minutes,11/8/2003,40.7608333,-111.8902778,10/5/2003,05:30
susanville,ca,United States,light,2.0,2 seconds,10/7/2003,40.4163889,-120.6519444,10/5/2003,06:15
carpentersville,il,United States,triangle,10.0,10 seconds,10/7/2003,42.1211111,-88.2577778,10/5/2003,08:00
rio grande city,tx,United States,cigar,5.0,5 sec,2/12/2004,26.3794444,-98.82,10/5/2003,15:00
phoenix,az,United States,formation,1200.0,15 to 20 minutes,10/7/2003,33.4483333,-112.0733333,10/5/2003,18:15
wapakoneta,oh,United States,light,1200.0,20 mins,10/7/2003,40.5677778,-84.1936111,10/5/2003,18:30
jenkins,mn,United States,chevron,10.0,10 secs,10/15/2003,46.6461111,-94.3344444,10/5/2003,21:10
kingman,az,United States,disk,1200.0,20 minutes,10/15/2003,35.1894444,-114.0522222,10/5/2003,21:15
keokuk,ia,United States,chevron,30.0,30 sec,11/9/2004,40.3972222,-91.3847222,10/5/2004,01:30
hayward,ca,United States,light,600.0,10 minutes,10/27/2004,37.6688889,-122.0797222,10/5/2004,13:35
palampur (india),,India,other,30.0,one and a half minutes,10/27/2004,32.11086,76.536253,10/5/2004,18:35
indian shores,fl,United States,light,4.0,4 seconds,11/2/2004,27.8625,-82.8486111,10/5/2004,20:00
inwood,ny,United States,other,15.0,15 seconds,10/27/2004,40.6219444,-73.7472222,10/5/2004,20:00
lynbrook,ny,United States,formation,20.0,10-20 sec.,10/27/2004,40.6547222,-73.6722222,10/5/2004,20:00
tarpon springs,fl,United States,unknown,12.0,10-12 seconds,10/27/2004,28.1458333,-82.7569444,10/5/2004,20:10
bass lake/culver,in,United States,diamond,20.0,20 seconds,10/27/2004,41.222937,-86.588015,10/5/2004,20:12
coatesville,pa,United States,other,15.0,15 sec.,10/27/2004,39.9830556,-75.8241667,10/5/2004,20:30
mena,ar,United States,light,2.0,a few seconds,10/27/2004,34.5861111,-94.2394444,10/5/2004,21:00
wildomar,ca,United States,cross,20.0,20 seconds,10/27/2004,33.5988889,-117.2791667,10/5/2004,22:00
stuart,fl,United States,unknown,7200.0,2 hours,10/11/2005,27.1972222,-80.2530556,10/5/2005,02:00
green sea,sc,United States,triangle,10800.0,2-3 hours,7/4/2012,34.1261111,-78.9758333,10/5/2005,16:00
culver city,ca,United States,unknown,7200.0,2 hours,12/16/2005,34.0211111,-118.3955556,10/5/2005,18:00
tupper lake,ny,United States,light,7200.0,hour,10/11/2005,44.1669444,-74.5383333,10/5/2005,19:45
toledo,oh,United States,light,2880.0,48 min,10/11/2005,41.6638889,-83.5552778,10/5/2005,21:00
great falls,mt,United States,other,10800.0,3 hours,11/3/2005,47.5002778,-111.3,10/5/2005,21:30
rockford,mi,United States,fireball,15.0,10-15 seconds,5/15/2006,43.12,-85.56,10/5/2005,22:00
salem,or,United States,chevron,0.4,.40 seconds,10/20/2005,44.9430556,-123.0338889,10/5/2005,22:00
west des moines,ia,United States,cigar,300.0,5 minutes,10/11/2005,41.6005556,-93.6088889,10/5/2005,23:00
clearwater,fl,United States,chevron,6.0,6 sec,10/11/2005,27.9655556,-82.8002778,10/5/2005,23:30
casper,wy,United States,sphere,30.0,30 seconds,10/11/2005,42.8666667,-106.3125,10/5/2005,24:00
natchez,ms,United States,light,2.0,seconds,12/16/2005,31.5602778,-91.4030556,10/5/2005,24:00
leigh acres,fl,United States,other,15.0,15 seconds,6/12/2007,26.62535,-81.624803,10/5/2006,10:30
johnson city,ny,United States,cylinder,120.0,2 minutes,10/30/2006,42.1155556,-75.9591667,10/5/2006,10:38
honolulu,hi,United States,sphere,60.0,1 minute,10/30/2006,21.3069444,-157.8583333,10/5/2006,19:45
sun city (west of phoenix),az,United States,light,1800.0,about 30 min.,10/30/2006,33.5975,-112.2711111,10/5/2006,20:30
ipswich (near) (australia),,Australia,disk,20.0,20seconds,10/30/2006,-27.616667,152.766667,10/5/2006,22:00
kalgoorlie (australia),,Australia,light,240.0,3-4 mins,10/30/2006,-30.747007,121.474861,10/5/2006,22:00
st. charles,il,United States,formation,1200.0,20 minutes,10/30/2006,41.9141667,-88.3086111,10/5/2006,23:00
austin,tx,United States,triangle,300.0,5 minutes (2 events),10/8/2007,30.2669444,-97.7427778,10/5/2007,01:05
st. helier (jersey channel islands) (uk/england),,Jersey,light,20.0,20 seconds,10/8/2007,49.186823,-2.106568,10/5/2007,09:36
houston,tx,United States,sphere,7200.0,2 hours,10/8/2007,29.7630556,-95.3630556,10/5/2007,12:00
selah,wa,United States,oval,120.0,2 minites,1/21/2008,46.6541667,-120.5288889,10/5/2007,14:00
clemmons,nc,United States,light,5400.0,1.5 hours,10/8/2007,36.0213889,-80.3822222,10/5/2007,19:30
clemmons,nc,United States,diamond,1800.0,30 min,10/8/2007,36.0213889,-80.3822222,10/5/2007,20:00
salem,or,United States,other,180.0,2 to 3 minutes,11/28/2007,44.9430556,-123.0338889,10/5/2007,20:00
chandler,az,United States,sphere,10800.0,3+ hours,10/8/2007,33.3061111,-111.8405556,10/5/2007,21:15
milton-freewater,or,United States,light,3600.0,1 hour,10/8/2007,45.9327778,-118.3866667,10/5/2007,22:00
quincy,ca,United States,triangle,240.0,3-4 minutes,11/28/2007,39.9369444,-120.9461111,10/5/2007,23:00
clifton forge,va,United States,triangle,30.0,30 seconds,11/28/2007,37.816239,-79.824495,10/5/2007,23:30
rolla,mo,United States,unknown,360.0,6 min,10/8/2007,37.9513889,-91.7711111,10/5/2007,23:32
omaha,ne,United States,light,35.0,35 seconds,11/28/2007,41.2586111,-95.9375,10/5/2007,23:45
van alstyne,tx,United States,rectangle,4.0,3 to 4 seconds,11/28/2007,33.4213889,-96.5769444,10/5/2007,23:55
toppsey,ok,United States,cone,18000.0,5 hr,10/31/2008,36.421191,-94.796896,10/5/2008,00:00
phoenix,az,United States,other,50.0,50 seconds,10/31/2008,33.4483333,-112.0733333,10/5/2008,10:20
aberdeen (uk/scotland),,United Kingdom,circle,120.0,2 minutes,1/10/2009,57.166667,-2.666667,10/5/2008,18:24
castro valley,ca,United States,circle,300.0,5 minutes,10/31/2008,37.6941667,-122.0852778,10/5/2008,19:29
las vegas,nv,United States,changing,1800.0,20-30 minutes,10/31/2008,36.175,-115.1363889,10/5/2008,21:00
othello-pullman,wa,United States,fireball,1380.0,23:00,10/31/2008,46.729777,-117.181738,10/5/2008,21:00
albuquerque,nm,United States,unknown,3.0,2-3 seconds,10/31/2008,35.0844444,-106.6505556,10/5/2008,21:18
macomb township,mi,United States,light,240.0,4 minutes,10/31/2008,42.665197,-82.928643,10/5/2008,23:15
west palm beach,fl,United States,sphere,15.0,brief,2/14/2010,26.7052778,-80.0366667,10/5/2009,00:00
madison,wi,United States,fireball,20.0,20 seconds,11/4/2012,43.0730556,-89.4011111,10/5/2009,01:45
loveland,oh,United States,light,600.0,8-10 minutes,12/12/2009,39.2688889,-84.2638889,10/5/2009,10:30
darlington,sc,United States,light,7.0,5 to 7 seconds,12/12/2009,34.2997222,-79.8763889,10/5/2009,20:00
eagle,id,United States,fireball,240.0,4 minutes,12/12/2009,43.6955556,-116.3530556,10/5/2009,20:10
humansville,mo,United States,sphere,60.0,1 minute,12/12/2009,37.7944444,-93.5777778,10/5/2009,21:00
mebane,nc,United States,other,45.0,45 seconds,12/12/2009,36.0958333,-79.2672222,10/5/2009,22:00
pensacola,fl,United States,triangle,180.0,2 or 3 minutes,6/20/2012,30.4211111,-87.2169444,10/5/2010,02:00
sacramento,ca,United States,other,1800.0,30 minutes,5/15/2013,38.5816667,-121.4933333,10/5/2010,03:00
ridgeway (canada),on,Canada,unknown,60.0,1 minute,11/21/2010,42.883614,-79.057431,10/5/2010,03:35
la pryor,tx,United States,fireball,15.0,15 secs,11/21/2010,28.9408333,-99.8494444,10/5/2010,07:05
shelbyville,tn,United States,oval,90.0,90 seconds,11/21/2010,35.4833333,-86.4602778,10/5/2010,10:41
ashville,oh,United States,disk,20.0,10-20 sec,11/21/2010,39.7155556,-82.9530556,10/5/2010,12:00
de soto,ia,United States,light,3600.0,1 hour,11/21/2010,41.5316667,-94.0094444,10/5/2010,19:00
buffalo,ny,United States,changing,240.0,3-4 minutes,11/21/2010,42.8863889,-78.8786111,10/5/2010,19:34
edgerton,ks,United States,disk,6000.0,1 hr 40 minutes,11/21/2010,38.7647222,-95.0077778,10/5/2010,20:00
coleman,tx,United States,unknown,60.0,1 min,11/21/2010,31.8272222,-99.4261111,10/5/2010,20:30
livingston,tx,United States,light,60.0,hours,11/21/2010,30.7108333,-94.9327778,10/5/2010,21:30
monroe,wa,United States,light,15.0,15sec,11/21/2010,47.8555556,-121.9697222,10/5/2010,23:00
cypress,ca,United States,triangle,5.0,5 seconds,1/12/2012,33.8169444,-118.0363889,10/5/2011,00:00
idaho falls,id,United States,disk,600.0,5-10 minutes,11/11/2013,43.4666667,-112.0333333,10/5/2011,04:00
lyman,me,United States,formation,900.0,15 minutes,10/10/2011,43.505096,-70.637968,10/5/2011,05:10
oakville,ct,United States,,300.0,5 mins.,10/10/2011,41.5933333,-73.0858333,10/5/2011,05:10
enid,ok,United States,circle,30.0,30 seconds,10/10/2011,36.3955556,-97.8780556,10/5/2011,06:00
la plata,md,United States,unknown,300.0,5 min,12/12/2011,38.5291667,-76.9755556,10/5/2011,06:00
boise,id,United States,unknown,60.0,one min,10/10/2011,43.6136111,-116.2025,10/5/2011,06:45
ottawa (canada),on,Canada,disk,60.0,60 seconds,10/10/2011,45.416667,-75.7,10/5/2011,13:00
demotte-roselawn,in,United States,formation,600.0,10 minutes,10/10/2011,41.141381,-87.312587,10/5/2011,19:00
globe,az,United States,light,60.0,60 seconds,10/10/2011,33.3941667,-110.7858333,10/5/2011,19:00
miami,fl,United States,sphere,20.0,20 seconds,10/10/2011,25.7738889,-80.1938889,10/5/2011,19:00
garden city,mi,United States,fireball,240.0,4 min.,10/10/2011,42.3255556,-83.3311111,10/5/2011,19:30
alexandria,va,United States,other,5.0,4-5 seconds,10/10/2011,38.8047222,-77.0472222,10/5/2011,19:40
kalaeloa,hi,United States,diamond,240.0,4 minutes,12/12/2011,21.320901,-158.081286,10/5/2011,20:00
norwalk,ct,United States,changing,10800.0,3 hours,10/10/2011,41.1175,-73.4083333,10/5/2011,20:00
rockton,il,United States,cone,360.0,6 min,10/10/2011,42.4525,-89.0722222,10/5/2011,20:34
independence,mo,United States,circle,40.0,less than 40 seconds,10/10/2011,39.0911111,-94.4152778,10/5/2011,20:40
lake elsinore,ca,United States,circle,120.0,2 minutes,10/10/2011,33.6680556,-117.3263889,10/5/2011,20:45
ganado,az,United States,other,240.0,4 mins,10/19/2011,35.7113889,-109.5413889,10/5/2011,21:00
auburn,ny,United States,triangle,120.0,about a few minutes,10/10/2011,42.9316667,-76.5663889,10/5/2011,22:00
fresno,ca,United States,formation,1200.0,20 minutes,9/24/2012,36.7477778,-119.7713889,10/5/2011,22:30
torrance,ca,United States,,60.0,1 minute,10/30/2012,33.8358333,-118.3397222,10/5/2012,00:30
waterbury,ct,United States,unknown,420.0,7 minutes,10/30/2012,41.5580556,-73.0519444,10/5/2012,02:00
idaho falls,id,United States,sphere,600.0,10 minutes,10/30/2012,43.4666667,-112.0333333,10/5/2012,09:30
blackstone,ma,United States,other,45.0,45 seconds,10/30/2012,42.0177778,-71.5416667,10/5/2012,17:50
kansas city,mo,United States,disk,180.0,3 minutes,10/30/2012,39.0997222,-94.5783333,10/5/2012,18:00
columbus,ms,United States,sphere,900.0,10-15 minutes,10/30/2012,33.4955556,-88.4272222,10/5/2012,18:40
lexington,ma,United States,unknown,30.0,30 seconds?,10/30/2012,42.4472222,-71.225,10/5/2012,18:45
mountain home,ar,United States,other,300.0,3-5 minutes,10/30/2012,36.3352778,-92.385,10/5/2012,18:45
fitchburg,ma,United States,fireball,900.0,15 minutes,10/30/2012,42.5833333,-71.8027778,10/5/2012,18:56
chennai (tamil nadu) (india),,India,circle,120.0,2 minutes,10/30/2012,13.052414,80.250825,10/5/2012,19:20
north lake tahoe,ca,United States,light,900.0,15 minutes,10/30/2012,39.096849,-120.032351,10/5/2012,19:20
barnard,vt,United States,sphere,180.0,2-3 minutes,10/30/2012,43.7286111,-72.6194444,10/5/2012,20:00
peoria,az,United States,fireball,300.0,5 minutes,10/30/2012,33.5805556,-112.2366667,10/5/2012,20:00
south windsor,ct,United States,oval,420.0,5-7 minutes,10/30/2012,41.8488889,-72.5722222,10/5/2012,20:00
tulsa,ok,United States,formation,120.0,<2 minutes,10/30/2012,36.1538889,-95.9925,10/5/2012,20:08
north myrtle beach,sc,United States,light,480.0,8 minutes,10/30/2012,33.8158333,-78.6802778,10/5/2012,20:35
milford (gulf beach),ct,United States,fireball,900.0,15 minutes,10/30/2012,41.2222222,-73.0569444,10/5/2012,21:17
agoura hills,ca,United States,fireball,180.0,3 minutes,10/30/2012,34.1363889,-118.7736111,10/5/2012,21:30
asbury park,nj,United States,fireball,180.0,3 minutes,10/30/2012,40.2202778,-74.0125,10/5/2012,21:30
koh samui (thailand,,Thailand,sphere,240.0,4 minutes,10/30/2012,9.512017,100.013593,10/5/2012,21:40
koh samui (thailand,,Thailand,sphere,240.0,4 minutes,10/30/2012,9.512017,100.013593,10/5/2012,21:40
gautier,ms,United States,light,600.0,10 minutes,10/30/2012,30.3855556,-88.6116667,10/5/2012,21:50
excelsior,mn,United States,triangle,180.0,3 minutes,10/30/2012,44.9033333,-93.5661111,10/5/2012,22:30
rockville,md,United States,other,1800.0,20-30 minutes,10/30/2012,39.0838889,-77.1530556,10/5/2012,22:30
hayward,ca,United States,chevron,8.0,8 seconds,10/30/2012,37.6688889,-122.0797222,10/5/2012,23:00
garland,tx,United States,chevron,10.0,10 seconds,10/30/2012,32.9125,-96.6386111,10/5/2012,23:28
staten island,ny,United States,circle,2.0,2 seconds,10/14/2013,40.579532,-74.150201,10/5/2013,00:40
altamont,ny,United States,light,420.0,7 minutes,2/14/2014,42.7005556,-74.0341667,10/5/2013,01:00
anchorage,ak,United States,unknown,30.0,30 seconds,10/14/2013,61.2180556,-149.9002778,10/5/2013,02:55
pinetops,nc,United States,unknown,900.0,15 minutes,10/14/2013,35.7883333,-77.6380556,10/5/2013,04:00
longmont,co,United States,circle,3.0,3 seconds,10/23/2013,40.1672222,-105.1013889,10/5/2013,05:45
fairfax,vt,United States,light,1200.0,15-20 minutes,10/14/2013,44.6652778,-73.0091667,10/5/2013,07:30
clark,wy,United States,unknown,120.0,2 minutes,10/14/2013,44.8994444,-109.1502778,10/5/2013,12:15
bude,ms,United States,cylinder,300.0,5 minutes,10/14/2013,31.4627778,-90.85,10/5/2013,15:40
victoria (canada),bc,Canada,disk,6.0,6 seconds,10/14/2013,46.216667,-63.483333,10/5/2013,15:45
warren,nj,United States,disk,15.0,:15,10/14/2013,40.634249,-74.50048,10/5/2013,16:45
dane county,wi,United States,fireball,14400.0,3-4 hours?,10/14/2013,43.2505556,-89.5013889,10/5/2013,18:00
bruceville,in,United States,triangle,2.0,a few seconds,11/11/2013,38.7594444,-87.4155556,10/5/2013,19:20
chandler,az,United States,sphere,300.0,5 minutes,10/23/2013,33.3061111,-111.8405556,10/5/2013,19:45
kaanapali,hi,United States,fireball,300.0,5 minutes,10/14/2013,20.9316667,-156.6972222,10/5/2013,20:00
nashville,tn,United States,circle,30.0,30 seconds,10/14/2013,36.1658333,-86.7844444,10/5/2013,20:00
colchester,vt,United States,light,60.0,1 minutes,10/23/2013,44.5438889,-73.1483333,10/5/2013,20:05
seoul (south korea),,Fuck,oval,1200.0,20 minutes,10/14/2013,37.566535,126.977969,10/5/2013,20:14
seymour,mo,United States,light,60.0,1 minute,10/14/2013,37.1463889,-92.7686111,10/5/2013,20:25
seaside,or,United States,light,900.0,15 minutes,10/14/2013,45.9933333,-123.9213889,10/5/2013,20:30
spokane,wa,United States,sphere,900.0,15 minutes,10/14/2013,47.6588889,-117.425,10/5/2013,20:45
salem,ma,United States,light,780.0,13 minutes,10/14/2013,42.5194444,-70.8972222,10/5/2013,20:57
boca raton,fl,United States,formation,300.0,5 minutes,10/14/2013,26.3583333,-80.0833333,10/5/2013,21:00
nashville,tn,United States,fireball,1800.0,30 minutes,10/14/2013,36.1658333,-86.7844444,10/5/2013,21:00
spokane,wa,United States,sphere,300.0,5 minutes,10/14/2013,47.6588889,-117.425,10/5/2013,21:00
